Date,LD12TRUU Index,SPTR Index,RIY Index,RTY Index,RAG Index,RAV Index,LBUSTRUU Index,HYG Equity,MTUM Equity,CL1 Comdty,GC1 Curncy,GSG Equity,MXEA Index,MXEF Index,DXY Index,PVOLAUS Index,TY1 Comdty,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5RLST Index,S5TELS Index,S5UTIL Index,HTUSHFHI Equity,GSCBMSAL Equity,MXCXDRN Index,PLEVERUS Index,PPROFTUS Index,PEARNVUS Index,PDIVYUS Index,S5SFTW Index,S5TECH Index,S5SSEQX Index,S15INCR Index,BBG000BXPP29 FIGI,BBG0016S3JL1 FIGI,BBG00CTZ9MW1 FIGI,BBG008FDQZL8 FIGI,BBG000BH3JF8 FIGI,BBG000Q5ZRM7 FIGI,BBG00FN64XT9 FIGI,BBG000FKJRC5 FIGI,BBG000PWTD92 FIGI,BBG000K1T9L0 FIGI,BBG00XP21PQ0 FIGI,BBG005CHLM96 FIGI,BBG000BP30Y0 FIGI,BBG000BJW241 FIGI,BBG001DCTG63 FIGI,BBG000V78V75 FIGI,BBG000BJGGV8 FIGI,BBG000BK2F42 FIGI,BBG012QSDSK6 FIGI,BBG000BK6MB5 FIGI,BBG000PQ4W72 FIGI,BBG00NBK0GC3 FIGI,BBG000CVRFS4 FIGI,BBG00Z9CCRH5 FIGI,BBG00XXPB3L3 FIGI,BBG000G9W6L0 FIGI,BBG000BLNNH6 FIGI,BBG000BD2167 FIGI,BBG00VSYYVB8 FIGI,BBG000BMQCP6 FIGI,BBG018CYVVW5 FIGI,BBG000BMTX31 FIGI,BBG000BMY992 FIGI,BBG000CS7CT9 FIGI,BBG000BNGTQ7 FIGI,BBG000N7KBZ3 FIGI,BBG000H9LNX1 FIGI,BBG000F9XKN7 FIGI,BBG000BT1XR0 FIGI,BBG004S641N5 FIGI,BBG000BGKJ70 FIGI,BBG000CS0D96 FIGI,BBG000CYSFS7 FIGI,BBG00RP5HYS8 FIGI,BBG00Q741Z16 FIGI,BBG000BFRRX8 FIGI,BBG000BGKTF9 FIGI,BBG000BCVMH9 FIGI,BBG000C3J3C9 FIGI,BBG000KMVDV1 FIGI,BBG00JGMWFM9 FIGI,BBG00G5JGQ66 FIGI,BBG000FKMP26 FIGI,BBG00B8NWRF5 FIGI,BBG000BVMGF2 FIGI,BBG000H9G7X2 FIGI,BBG00D0Y81M1 FIGI,BBG000BRNGM2 FIGI,BBG000BCQ4P6 FIGI,BBG000BJ5HK0 FIGI,BBG000C221G9 FIGI,BBG000BDCQ25 FIGI,BBG000C2VBB0 FIGI,BBG000CGC1X8 FIGI,BBG000HT5G06 FIGI,BBG00HY28K89 FIGI,BBG002293PJ4 FIGI,BBG000P5LMQ0 FIGI,BBG001KFKQM7 FIGI,BBG000BLV2Q3 FIGI,BBG000BT2TP0 FIGI,BBG000BLJWF3 FIGI,BBG000BSJK37 FIGI,BBG002BC7WC5 FIGI,BBG000BVWZF9 FIGI,BBG000BW3299 FIGI,BBG000BXMFC3 FIGI,BBG00RRGSJR4 FIGI,BBG000BDD940 FIGI,BBG000CQCCK6 FIGI,BBG000G7CDN9 FIGI,BBG000BD53V2 FIGI,BBG000MQQ963 FIGI,BBG001D8R5D0 FIGI,BBG000C6W444 FIGI,BBG000BGYMH7 FIGI,BBG000C8H633 FIGI,BBG01KN29X02 FIGI,BBG01KP5K5J1 FIGI,BBG01KPVGL95 FIGI,BBG01KQ6DGT1 FIGI,BBG01KR2QD67 FIGI,BBG01KRNB1K7 FIGI,BBG01KS17Q79 FIGI,BBG01KS86ML8 FIGI,BBG01KT2GV75 FIGI,BBG01KTTNW30 FIGI,BBG01KV3M6P8 FIGI,BBG01KVL5BC0 FIGI,BBG01KWMZZF8 FIGI,BBG01KX68KZ3 FIGI,BBG01KXPHJ11 FIGI,BBG01KY0T8K5 FIGI,BBG01KYM8ZF6 FIGI,BBG01KZHH1S7 FIGI,BBG01L01L9T5 FIGI,BBG01L0NGR77 FIGI,BBG000BPH459 FIGI,BBG000JCPGZ1 FIGI,BBG000BJSBJ0 FIGI,BBG00GNT7999 FIGI,BBG000CHSS88 FIGI,BBG000BS9489 FIGI,BBG000QFJJW0 FIGI,BBG000C496P7 FIGI,BBG000JK9DK4 FIGI,BBG000QYVKN2 FIGI,BBG000F1ZSQ2 FIGI,BBG000MM2P62 FIGI,BBG000C1XVK6 FIGI,BBG000BLKK03 FIGI,BBG01KHLTFQ6 FIGI,BBG01KJC4Y71 FIGI,BBG01KJN6WX0 FIGI,BBG01KJYB0R7 FIGI,BBG01KM5DFP3 FIGI,BBG003CVMLQ2 FIGI
5/5/2022,203.53,8729.211,2281.849,1871.148,1932.327,2044.704,2116.12,78.03,148.32,101.292887,1955.717736,24.33,1993.23,1058.72,103.752,1133.88,120.849408,1245.494,799.96,612.77,581.15,1516.14,812.62,2481.2,538.35,283.27,202.78,363.46,65.99,211.06,1148.04,1002.78,1136.89,920.14,956.28,3135.94,2953.35,1981.54,10287.48,23.56286,79.59876,39.14296,2.47413,223.2905,141.36,29.73,241.83,65.67,77.76,9.02,29.09,111.03,128.9,15.14,61.04,72.08,100.6,10.08,61.327,260.52,4.49,86.47,14.68,11.71,76.16,135.92,51.17,29,66.46,18.69527921,50.01,53.85,57.37,54.06,18.97,26.64,18.39,0.897831282,207.91,30.55,605.01,24.47,37.96,13.18,96.08,130.33,72.87,49.61,17.27,53.06,11.97,79.69,44.23,131.58,35.19,104.38,115.04,179.27,172.48,51.45,10.75,112.15,141.64,130.84,25.04,309.21,218.2,23.75,40.49,55.44,166.61,19.95,65.585,380.21,231.48,303.2,27.22,91.66,130.07,101.72,105.29,73.85,86.28,27.31,356.14,27.68,101.28,102.07,93.53,91.59,116.59,92.01,98.69,120.14,114.72,127.97,112.5,93.02,105.87,106.53,112.19,114.4,105.48,114.79,97.98,91.81,277.35,52.43,71.84,34.55,283.3,77.88,40.15,29.72,48.59,44.3,353.37,208.28,284.14,434,97.11,105.11,95.46,96.14,95.83,63.43
5/6/2022,203.53,8680.967,2265.145,1839.565,1908.611,2037.044,2107.59,77.59,146.65,102.70571,1963.120624,24.37,1972.82,1031.5,103.66,1130.9,120.577538,1229.224,799.62,630.62,576.98,1511.65,807.37,2461.48,531,280.38,200.13,366.37,63.93,201.91,1132.25,1003.87,1139.57,919.6,958.31,3092.28,2956.15,1966.09,10147.25,24.65254,76.66406,39.29554,2.47619,220.9238,141.08,29.42,240.3,64.98,75.98,8.83,28.53,110.56,126.68,14.98,61.22,70.71,98.27,10.39,61.0461,241.69,4.47,85.5,14.29,11.87,76.05,137.67,50.35,27.35,65.3,18.68733332,51.54,53.85,55.73,52.82,15.13,26.93,17.96,0.886102831,196.7,30.43,599.58,24.15,37.78,12.02,96.43,127.04,72.38,49.33,17.35,52.4,11.12,78.68,44.65,130.56,34.23,101.69,114.9,177.34,166.52,50.48,10.42,110.41,140.58,119.32,24.48,293.31,216.93,23.95,40.15,54.5,165.02,20.03,63.82,363.91,229.59,295.46,26.99,89.8,128.61,99.34,104.25,70.13,85.21,27.03,346,28.15,100.18,100.97,92.99,90.98,116.98,91.2,97.62,119.38,114.2,127.47,113.18,92.22,105.61,106.19,111.91,113.21,104.68,114.12,96.03,90.9,274.73,52.45,72.47,34.43,280.34,77.38,39.48,27.91,48.24,41.69,347.12,203.77,287.32,430.66,96.15,104.52,94.6,95.13,93.86,63.15
5/9/2022,203.54,8403.496,2188.078,1762.08,1829.53,1979.996,2117.01,76.77,139.63,96.455604,1937.888247,22.97,1914.94,1014.68,103.651,1120.14,120.977358,1176.899,800.02,578.26,562.8,1472.8,787.95,2364.58,513.8,267.43,195.25,363.54,60.37,185.55,1122.41,1001.01,1150.07,913.09,964.21,2973.24,2865.14,1857.79,9642.47,22.17509,73.31703,37.95009,2.40404,212.1752,133.38,28.19,233.58,62.54,76.74,7.96,26.38,108.75,123.24,13.6,60.62,71.02,94.54,8.95,56.9415,227.44,3.805,79.79,13.87,11.3,75.11,134.44,48.52,23.98,62.18,18.69668142,49.97,54.84,50.63,50.34,13.59,24.83,15.53,0.848383644,188.62,29.79,573.52,23.7,38.13,10.65,89.99,123.22,69.17,48.96,16.73,50.78,10,75.31,44.28,128.96,34.06,97.69,113.63,176.41,165.42,51.19,10.22,106.55,134.92,113.49,23.97,290.5,210.78,24.91,39.15,52.87,157.77,19.55,61.68,354.2,225.25,286.82,26.67,86.87,125.13,94.61,98.34,64.37,84.98,26.72,332.79,24.2,95.88,96.64,91.01,89.06,112.81,89.17,92.68,117,111.01,124.4,111.12,90.13,104.56,104.86,110.31,111.72,103.46,112.84,93.17,88.61,264.58,46.17,70.71,34.04,271.2,77.37,39.6,27.44,48.1,39.95,327.99,196.21,280.56,424.51,93.76,103.38,92.12,92.78,89.12,62.72
5/10/2022,203.54,8424.196,2192.987,1761.789,1843.852,1973.685,2122.28,77.21,140.47,93.339907,1919.537427,22.85,1918.87,1007.22,103.92,1115.49,121.585175,1173.4,793.97,583.66,558.31,1477.69,782.85,2401.85,510.79,261.32,196.89,359.02,59.84,179.63,1125.84,999.54,1150.59,913.85,963.02,3008.43,2907.89,1907.11,9641.92,21.46252,73.66394,37.20609,2.40292,213.1325,126.6,28.29,229.68,62.07,77.45,7.68,25.9,108.72,118.88,13.22,58.89,70.05,94.74,8.24,57.2068,223.33,3.61,84.84,13.73,10.52,74.41,129.13,47.83,23.87,61.73,18.5552913,51.19,55.19,49.39,49.88,13.29,26.17,16.27,0.845861342,183,29.91,573.85,23.42,38.09,10.27,91.09,121.03,68.11,49.55,16.73,50.32,8.88,75.77,44.12,129.59,33,96.67,113.11,171.74,162.71,49.17,10.35,107.51,136.81,117.25,22.26,290.32,214.49,25.66,38.17,50.89,156.28,19.36,61.33,354.66,222.6,293.69,25.88,86.68,125.63,95.5,97.16,67.7,82.63,26.235,328.14,24.39,96.65,97.41,90.61,88.69,114.84,88.64,93.49,115.56,111.07,124.05,113.12,89.65,106.06,105.9,110.9,111.63,103.31,113.3,91.39,88.26,269.5,46.43,69.99,33.5,274.16,75.63,39.31,27.42,47.26,40.57,325.33,197.65,279.29,432.8,93.36,104.06,91.91,92.44,89.75,62.42
5/11/2022,203.54,8285.819,2154.779,1718.144,1789.261,1960.125,2131.33,76.75,137.11,98.906993,1932.779212,23.58,1938.43,1011.22,103.846,1105.17,122.080907,1131.554,791.23,591.63,552.71,1468.22,775.59,2322.64,510.94,260.89,193.92,361.78,57.87,164.36,1100.87,999.08,1156.29,909.41,964.19,2937.59,2774.4,1841.47,9325.72,21.19624,76.41996,36.92169,2.35453,210.1719,127,27.55,229.49,61.04,76.35,7.17,26.01,106.82,115.9,11.94,58.67,69.61,93.45,7.09,56.5279,204.62,2.79,83.34,13.33,10.39,73.18,130.75,46.76,21.37,61.8,18.49125677,50.28,54.33,46.65,47.77,12.13,24.03,14.65,0.815696084,173.46,29.44,568.06,23.36,37.59,8.95,88.06,119.59,68.7,48.65,16.6,50.36,8.2,74.26,43.61,128.55,31.22,96.84,112.62,171.74,159.96,48.68,10.07,102.91,132.3,112.45,21.51,279.45,206.61,24.2,36.73,48.98,156.8,19.43,57.13,340.48,223.88,280.82,25.93,84.24,121.87,93.55,97.5,62.81,80.89,26.12,321.56,25.17,92.62,93.35,89.33,87.46,113.13,87.4,90.95,114.16,109.11,122.63,112.43,88.47,105.24,105.09,110.41,110.5,102.91,112.94,90.74,86.9,260.55,45.58,70.2,33.22,270.83,74.77,38.04,26.69,45.37,36.67,325.87,188.74,278.56,431.73,92.07,102.85,90.56,91.05,87.55,61.34
5/12/2022,203.54,8278.035,2155.058,1739.382,1789.774,1962.755,2134.75,76.72,137.27,99.299964,1902.4378,23.73,1909.42,987.82,104.851,1112.77,122.832643,1140.545,790.76,592.21,548.8,1481.8,776.66,2296.19,509.98,262.83,194.91,357.6,58.07,172.24,1094.28,999.64,1154.7,911.6,968.27,2911.72,2714.42,1839.2,9467.76,21.28067,75.23424,36.41873,2.37742,212.3347,127.11,28.12,231,61.47,77.87,8.58,26.88,106.55,120.16,13.3,58.85,70.34,93.95,6.31,57.1834,214.03,3,80.24,13.87,10.9,74.04,132.9,46.03,22.4,61.92,18.48027274,49.92,54.22,47.51,48.54,12.35,25.13,15.02,0.822177368,172.03,29.44,561.47,24.32,39.1,9.62,88.25,114.15,68.1,48.29,16.61,51.5,8.25,75.91,44.08,127.55,32.09,96.52,112.09,172.45,165.27,49.47,10.05,106.32,131.77,114.48,22.2,285.32,205.2,24.48,37.92,51.84,157.45,19.72,60.78,345.2,225.93,283.02,25.92,85.96,124.68,96.78,98.88,64.91,82.79,26.65,327.57,25.13,89.36,90.06,90,88.24,114.73,87.8,89.99,115.81,109.71,124.17,114.51,89.13,105.11,105.08,110.72,110.42,102.59,112.76,89.95,87.31,255.35,45.68,68.51,33.48,269.65,75.53,37.93,27.12,46.64,37.49,321.24,191.24,273.99,428.94,92.76,102.37,91.19,91.57,85.99,61.44
5/13/2022,203.53,8476.569,2210.595,1792.666,1853.635,1996.668,2126.42,76.81,142.36,103.379374,1885.338173,24.17,1942.38,1004.52,104.563,1128.03,121.984995,1187.298,802,612.25,556.31,1497.4,786.26,2375.29,517.8,269.54,199.81,361.51,58.87,186.35,1109.9,1002.69,1146.2,917.84,964.73,2991.53,2801.44,1940.18,9995.08,21.8501,75.23424,37.98244,2.26284,220.8795,131.19,29.67,240.39,62.18,78.8,8.78,27.97,109.46,123.09,14.38,59.8,71.36,96.5,7.3,58.5646,226.49,3.28,83.6,14.75,11.32,73.74,133.6,48.31,23.96,63,18.74295455,51.75,53.39,48.44,51.01,13.88,25.68,17.24,0.855879904,172.5,30.22,588.58,24.6,40.19,10.39,90.85,116.46,69.31,49.56,16.85,52.16,8.94,79.52,44.53,128.19,32.52,98.76,112.96,174.29,165.91,50.02,10.02,109.55,134.93,121.3,23.16,289.65,215.05,24.94,38.29,53.74,162.93,19.84,66.15,358.36,230.76,288.44,26.77,86.79,127.41,101.23,99.92,68.6,83.91,26.55,332.84,27,95.34,96.1,91.45,89.58,117.73,89.47,94.16,117.99,112.6,126.33,114.59,90.47,107.56,107.84,112.52,113.19,104.43,114.76,93.08,89.18,261.12,48.39,69.8,34.54,273.12,77.01,38.25,28.35,46.99,38.92,332.8,198.62,280.02,438.89,94.26,104.81,93.01,93.22,90.54,63.53
5/16/2022,203.54,8443.548,2199.2,1783.427,1832.392,1998.063,2130.91,76.7,140.53,106.850616,1891.385602,24.75,1946.43,1007.5,104.187,1123.23,122.496798,1162.175,805.64,628.31,551.98,1507.75,784.94,2353.7,516.83,267.38,198.63,362.69,61.47,182.43,1088.2,1002.68,1149.17,916.91,967.69,2975.55,2772.47,1909.41,9788.58,22.50854,77.05132,37.55085,2.29791,218.3799,128.41,29.63,235.38,62.25,78.62,8.57,28.74,109.79,122.24,13.42,59.87,70.18,96.3,7.66,58.2368,219.84,3.33,81.06,14.28,11.2,72.15,135.03,47.91,22.37,64.1,18.82802233,50.57,53.2,47.06,48.41,14.05,24.09,16.8,0.837769648,172.46,30.54,591.95,24.61,39.86,9.94,90.77,113.97,69.79,49,17.15,51.89,8.48,77.38,44.84,127.25,32.78,98.86,113.16,173.47,165.13,49.62,10.07,108.98,133.91,118.29,22.63,279.83,199.47,24.54,38.21,54.32,160.45,20.28,63.62,345.42,227.89,282.93,26.9,86.29,124.49,100.77,98.82,68.46,81.8,26.255,323.41,27.98,92.88,93.61,91.32,89.5,117.74,89.21,92.71,118.15,112.12,126.44,115.73,90.41,106.78,107.08,112.37,112.59,104.06,114.48,92.15,88.76,261.5,49.4,70.12,34.23,262.48,77,37.71,28.02,46.95,36.11,329.73,200.04,282.38,440.98,94.08,104.31,92.64,92.9,88.26,63.52
5/17/2022,203.55,8614.312,2244.514,1840.298,1877.329,2034.596,2118.74,76.63,143.88,105.166455,1896.494637,24.46,1981.59,1030.83,103.36,1128.01,121.665119,1193.296,796.36,635.5,566.84,1528.58,802.83,2422.23,531.63,270.18,202.25,366.41,60.39,191.61,1108.18,1004.6,1146.37,919.89,966.59,3037.94,2848.36,2006.52,10187.88,24.36457,80.75141,38.8615,2.31948,220.6845,128.65,30.69,242.58,64.84,81.54,9.35,30.05,114.2,127.33,14.09,61.43,71.68,98.3,8.62,59.6181,225.91,3.59,82.72,14.88,11.41,75.42,138.37,49.76,23.3,65.93,18.61114624,52.61,51.23,48.47,47,14.81,25.13,17.02,0.860203644,174.84,30.99,612.01,25.74,40.18,10.73,91.39,120.41,71.49,50.6,17.36,53.56,8.4,80.88,45.76,129.21,33.36,101.26,113.75,178.15,170.64,50.57,10.61,111.94,139.69,118.7,23.66,298.28,207.44,24.42,38.9,56.91,160.63,20.57,66.21,347.07,232.19,290.46,27.9,89.37,129.31,104.5,101.6,71.46,84.04,27.02,334.85,28.36,95.68,96.44,92.55,90.8,121.15,90.6,95.79,118.01,113.38,126.59,117.35,91.6,107.38,107.84,113.01,113.23,105.15,115.23,94.84,90.06,266.82,50.64,72.02,35.32,271.72,79.64,39.22,32.32,48.25,37.6,338.86,202.62,289.53,440.59,95.39,105.18,94.05,94.19,93.08,64.45
5/18/2022,203.56,8268.322,2154.004,1774.846,1787.374,1967.903,2127.22,76,137.24,102.537294,1893.366656,23.93,1973.11,1033.19,103.81,1124.49,122.256865,1114.573,745.55,618.02,550.98,1488.88,772.7,2307.39,514.75,262.22,195.36,362.64,62.03,181.06,1096.87,1004.57,1147.06,917.21,968.58,2916.85,2693.74,1897.68,9463.47,23.19146,77.48682,38.50826,2.29177,215.9246,125.29,29.14,229.13,62.47,79.12,9,29.34,110.68,123.31,13.12,59.38,70.67,96.73,8.1,58.6816,209.81,3.38,79.03,14.41,10.88,69.95,132.94,49.3,22.85,64.31,17.42370295,49.76,47.9,43.13,42.94,14.11,23.95,15.7,0.803455099,177.46,30.27,591.27,24.05,37.36,10.38,88.75,114.39,69.88,48.36,16.8,53.69,7.77,77.4,46.63,128.01,29.87,100.09,111.85,168.47,166.73,48.09,10.5,107.42,130.45,115.57,23.2,262.82,181.35,22.98,36.68,53.01,153.32,20.23,62.49,331.13,224.99,273.4,27.3,87.19,124.99,99.29,99.02,67.87,80.96,26.57,323.97,26.77,90.21,90.92,87.15,85.73,117.54,85.38,91.85,106.5,104.8,115.33,115.55,86.75,101.33,101.9,107.82,104.2,100.27,109.52,92.33,85.26,254.08,49.22,71,34.3,236.47,77,38.57,31.55,43.22,33.37,335.9,192.24,280.39,420.04,90.51,99.01,88.9,88.97,88.95,62.4
5/19/2022,203.56,8220.967,2144.467,1776.223,1783.291,1956.526,2131.87,76.51,137.33,104.988683,1919.745959,24.3,1958.61,1014.89,102.724,1130.79,122.528735,1116.013,730.82,616.28,547.15,1492.11,765.4,2282.62,518.27,261.69,194.22,361.84,60.52,185.54,1095.52,1004.22,1144.03,918.94,964.73,2916.03,2610.48,1889.15,9480.1,23.49844,73.12838,36.72593,2.30019,220.9859,127.67,29.64,235.38,63.02,78.93,9.39,28.96,110.1,126.22,14.14,59.42,70.75,97.17,9.12,59.103,223.69,3.64,82.27,14.24,11.03,69.04,129.66,50.75,24,63.2,17.07945891,49.53,48,45.04,40.03,15.57,23.75,15.69,0.804493143,177.2,29.84,567.67,24.02,37.41,10.99,90.43,113.33,68.67,41.72,16.14,53.84,8.06,76.6,47.07,125.79,29.06,100.11,111.37,167.82,166.87,48.35,10.5,109.51,130.57,117.74,23.15,276.38,184.39,22.99,34.84,53.63,154.13,20.21,62.81,340.29,216.5,272.61,28.02,87.05,123.72,103.88,96.98,69.4,81.95,26.425,324.65,26.88,90.07,90.79,86.71,85.35,117.49,84.95,91.85,105.96,104.25,114.88,116.32,86.41,100.64,101.42,107.58,103.55,99.71,108.96,92.11,85.01,253.14,49.92,70.46,34.24,238.47,74.9,37.89,32.22,47.74,31.61,332.22,191.29,276.34,432,90.23,97.97,88.54,88.57,88.25,62.42
5/20/2022,203.57,8222.312,2144.708,1773.266,1779.176,1960.659,2139.01,76.46,137.04,105.94304,1920.684354,24.42,1969.24,1035.31,103.15,1129.63,122.960594,1098.913,732.76,618.93,546.49,1510.91,757.2,2285.75,517.15,264.8,193.79,362.82,59.82,183.86,1083.92,1002.72,1144.92,917.03,965.22,2931.45,2616.13,1872.45,9500.07,22.1928,72.44425,37.57554,2.28775,223.193,131.1,29.6,237.21,62.8,79.03,9.15,29.43,109.56,121.85,14.05,59.05,70.45,99.68,8.95,58.7207,220.84,3.38,80.65,14.31,10.98,70.19,128.48,50.8,24.45,62.9,17.12479723,49.77,48.66,39.2,38.69,15.64,22.74,14.98,0.792166375,150.71,29.59,552.5,23.46,37.96,11.02,90.36,113.7,68.83,42.94,15.67,52.31,8.12,75.47,47.62,123.03,27.97,99.95,111.7,164.5,164.33,48.96,10.63,113.42,131.6,120.37,22.94,268.6,187.55,23.51,35.01,54.05,157.7,20.4,64.5,341.73,213.58,269.92,28.11,86.96,120.32,104.91,95.4,70.33,81.69,27.205,327.76,27.26,88.53,89.23,86.63,85.45,119.45,84.79,91.88,105.14,103.83,115.15,119.39,86.56,100.9,101.7,108.32,103.08,99.99,109.68,91.56,84.97,252.56,50.39,71.22,33.84,243.18,74.85,38.47,32.64,45.65,30.21,336.18,193.54,270.57,439.62,90.3,98.23,88.59,88.53,88.29,63.17
5/23/2022,203.58,8375.866,2182.707,1792.762,1809.499,1995.094,2130.49,76.76,140.12,105.952647,1926.627517,24.58,2004.71,1034.51,102.076,1130.01,122.400784,1105.913,748.13,635.51,564.16,1523.06,769.57,2339.85,526.7,268.02,197.3,367.22,60.16,183.55,1089.69,1003.46,1145.12,916.97,962.33,3004.69,2706.16,1881.17,9499.79,22.1928,74.24308,39.21662,2.28314,224.363,133.52,30.06,236.6,63.4,79.43,9.05,29.43,110.13,125.51,13.85,59.76,70.68,101.71,9.29,58.8845,230.67,3.24,82.47,14.48,11.06,71.24,131.17,50.24,26.18,63.97,17.48399824,49.97,50.22,38.24,38.53,16.07,23.1,15.18,0.79721242,155.45,30.18,562.81,22.43,38.27,11.3,91.1,118.8,69.49,43.35,16.11,51.74,8.05,75.86,47.65,125.66,26.73,100.79,113.67,166.7,165.66,49.11,10.3,112.96,132.12,124.02,22.69,256.42,190.56,23.62,34.27,53.63,158.42,20.74,62.76,343.37,216.89,274.15,28.01,87.65,119.19,108.52,97.23,70.14,81.24,27.22,333.41,28.13,90.88,91.6,87.74,86.53,120.51,86.03,93.77,106.37,105.4,116.65,120.25,87.76,102.13,102.95,109.84,104.75,101.53,111.43,93.87,86.09,260.65,52.45,72.55,34.62,250.06,75.86,38.9,33.09,43.95,30.27,348.43,196.23,274.42,441.39,91.43,99.86,89.63,89.61,90.5,63.98
5/24/2022,203.59,8307.973,2161.386,1764.826,1771.377,1994.727,2146.01,77.22,137.69,105.453097,1944.978336,24.49,1995.71,1016.99,101.857,1120.8,123.216495,1077.395,760.56,638.09,562.83,1526.94,768.63,2303.19,523.51,271.25,189.99,374.61,57.54,174.85,1063.51,1002.96,1152.05,912.17,964.86,2970.84,2662.81,1832.89,9192.95,21.80855,71.71602,38.08432,2.26766,223.3703,136.63,29.44,232.06,63.36,78.55,8.69,28.62,107.65,124.96,12.75,59.06,70.6,100.51,8.56,58.151,215.63,3.1,80.85,14.12,10.88,70.36,133.8,49.89,25.17,64.65,17.77449067,47.49,51.51,36.18,36.15,15.01,22.08,14.36,0.776654832,145.45,30.24,554.96,20.93,37.94,10.41,89.24,116.83,68.58,43.77,16.2,51.86,7.56,74.65,48.61,128.83,19.09,99.82,116.03,162.83,164.49,48.81,10.66,108.67,128.53,122.88,22.29,246.29,184.73,24.69,33.26,45.1,159.68,21.16,59.98,333.88,217.09,267.74,27.6,86.36,118.6,106.81,97.4,67.4,81.95,26.61,325.35,28.08,88.61,89.31,87.51,86.36,120.13,85.69,92.04,105.71,104.42,116.13,120.82,87.6,102.3,102.84,110.05,104.41,101.55,111.74,92.44,85.73,259.62,53.21,74.67,33.71,246.48,69.47,38.77,31.8,40.47,26.44,340.69,181.28,273.94,440.42,91.26,99.76,89.34,89.36,87.73,63.73
5/25/2022,203.59,8386.616,2184.836,1799.164,1798.116,2010.765,2153.09,78.39,139.84,105.991074,1925.063526,24.63,1996.36,1019.59,102.056,1127.05,123.44046,1107.371,760.84,650.62,567.34,1526.67,773.54,2331.05,525.95,272.78,191.66,374.38,59.36,182.62,1073.99,1004,1149.42,916.24,964.38,3009.37,2669.18,1878.54,9425.62,22.77328,72.41686,38.83748,2.28703,221.8811,137.85,29.45,232.11,64.97,79.47,9.16,28.78,109.65,126.34,13.49,59.43,71.8,101.39,9.46,58.1588,231.22,3.18,82.69,14.5,10.92,73.9,134.39,50.11,25.57,64.18,17.78103434,48.73,51.16,40.48,39.3,15.61,23.69,14.56,0.79826344,156.29,30.49,561.4,27.19,38.29,10.79,88.72,120.22,68.39,44,16.11,51.93,8.01,76.3,48.47,130.95,22.23,101.71,115.92,165.35,168.74,49.43,11.01,109.36,131.23,125.38,23.12,256.17,186,25.16,36,49.15,161.11,21.3,63.2,342.21,217.42,275.82,26.7,88.15,119.92,107.77,97.36,67.73,81.03,26.605,326.25,29.01,90.11,90.82,88.39,87.18,121.83,86.62,93.29,107.23,105.99,116.82,120.33,88.37,102.94,103.63,110.74,105.81,102.34,112.33,94.65,86.53,262.52,55.73,74.79,34.26,251.36,72.08,39.66,32.35,46.15,29.3,344.76,183.83,274.42,444.69,92.01,100.59,90.22,90.23,90.39,63.63
5/26/2022,203.59,8553.681,2229.512,1838.238,1846.281,2040.781,2154.38,79.48,144.07,109.603205,1926.418985,24.99,2010.46,1022.96,101.829,1130.72,123.44046,1160.271,769.45,658.06,580.1,1533.01,788.97,2388.15,535.52,272.51,195.62,375.4,59.61,189.39,1094.36,1005.59,1150.69,917.49,961.22,3064.18,2731.62,1956.03,9808.61,23.65499,72.41686,39.41949,2.30206,223.1132,136.79,34.16,240.4,69.65,80.6,9.47,28.41,111.84,130.32,13.68,60.5,72.66,104.2,9.36,60.0941,241.24,3.33,86.55,15.22,11.37,73.36,136.89,51.04,25.41,67.14,17.98225234,51.69,52.14,43.19,42.53,16.57,25.84,15.22,0.836397124,169.87,30.88,581.4,27.56,39.33,11.81,90.77,124.41,69.99,44.99,16.3,52.59,8.27,79.1,47.89,133.69,21.85,105.76,116.74,168.85,174.96,50.3,10.71,112.16,134.84,130.96,23.7,278.41,196.28,26.15,36.66,52.69,160.71,21.32,64.52,351.39,221.29,284.84,27.31,90.75,123.87,108.36,100.02,68.47,83.93,26.915,334.05,29.75,93.06,93.8,90.92,89.61,124.39,89.14,96.14,112.06,110.09,121.79,121.49,90.52,104.89,105.37,112.09,109.44,104.02,113.77,95.98,88.82,265.9,58.13,75.04,35.05,260.96,73.04,40.93,32.4,47.12,33.34,349.89,191.63,279.21,452.22,94.39,102.73,92.87,92.87,94.24,65.78
