Date,LD12TRUU Index,SPX Index,RIY Index,RTY Index,RAG Index,RAV Index,LBUSTRUU Index,HYG Equity,MTUM Equity,CL1 Comdty,XAU Curncy,GSG Equity,MXEA Index,MXEF Index,DXY Index,PVOLAUS Index,TY1 Comdty,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5RLST Index,S5TELS Index,S5UTIL Index,HTUSHFHI Equity,GSCBMSAL Equity,MXCXDRN Index,PLEVERUS Index,PPROFTUS Index,PEARNVUS Index,PDIVYUS Index,XRT Equity,S5ROAD Index,S5AIRL Index,S5REAL Index,BBG000BVMGF2 FIGI,BBG000BVPV84 FIGI,BBG000BCQZS4 FIGI,BBG0068KVV91 FIGI,BBG000BBQCY0 FIGI,BBG000G3QLY3 FIGI,BBG000BKTXF2 FIGI,BBG000BD8PN9 FIGI,BBG000BFNR17 FIGI,BBG000FY4S11 FIGI,BBG000BF0K17 FIGI,BBG000BH0106 FIGI,BBG000BR14K5 FIGI,BBG000BGPTV6 FIGI,BBG000BN2DC2 FIGI,BBG000R7Z112 FIGI,BBG000NV1KK7 FIGI,BBG000C2PL98 FIGI,BBG000BSC0K9 FIGI,BBG000BBNYF6 FIGI,BBG000BK28N7 FIGI,BBG000C1XVK6 FIGI,BBG000BJ3PD2 FIGI,BBG00YN8NCD6 FIGI,BBG000H1B407 FIGI,BBG000BJF1Z8 FIGI,BBG000BJ8YN7 FIGI,BBG007GJ2F81 FIGI,BBG00TX393L4 FIGI,BBG000BKR1D6 FIGI,BBG0058KMH30 FIGI,BBG000K88H58 FIGI,BBG000C6CFJ5 FIGI,BBG000G9W6L0 FIGI,BBG000G0Z878 FIGI,BBG000N7MZ06 FIGI,BBG000LV0836 FIGI,BBG000C0G1D1 FIGI,BBG00DKCC5X1 FIGI,BBG000PB3SM8 FIGI,BBG000CGC9C4 FIGI,BBG000D82H52 FIGI,BBG000BNDN65 FIGI,BBG000BVWLJ6 FIGI,BBG000JWD753 FIGI,BBG000F1ZSQ2 FIGI,BBG000DMBXR2 FIGI,BBG0022FDRY8 FIGI,BBG000BJBZ23 FIGI,BBG00ZXBJ153 FIGI,BBG000BCLYL9 FIGI,BBG000C5HS04 FIGI,BBG000F86GP6 FIGI,BBG000C5Z1S3 FIGI,BBG000BBJQV0 FIGI,BBG000BVXPZ8 FIGI,BBG000DV7MX4 FIGI,BBG000BR3KL6 FIGI,BBG000BRD0D8 FIGI,BBG000CGC1X8 FIGI,BBG000BSWKH7 FIGI,BBG000BND699 FIGI,BBG0079T1PZ6 FIGI,BBG001WWJTK5 FIGI,BBG001ZZPQJ6 FIGI,BBG00KJR2MY7 FIGI,BBG000CTQBF3 FIGI,BBG000BSLZY7 FIGI,BBG003T4VFC2 FIGI,BBG000BDTBL9 FIGI,BBG000BNPYN9 FIGI,BBG000BV7ZQ5 FIGI,BBG000JK9DK4 FIGI,BBG000BYYLS8 FIGI,BBG000H8TVT2 FIGI,BBG00NK8H8T2 FIGI,BBG000L9CV04 FIGI,BBG000PSKYX7 FIGI,BBG000N9MNX3 FIGI,BBG001B17MV2 FIGI,BBG000D0FNV3 FIGI,BBG000BWQFY7 FIGI,BBG000MQSW88 FIGI,BBG000BHQJX3 FIGI,BBG000BWMX63 FIGI,BBG000BJ29X7 FIGI,BBG000BJ2RF7 FIGI,BBG000G2SMB6 FIGI,BBG00DR7R5K3 FIGI,BBG00HCYVMX5 FIGI,BBG001P1Z4F4 FIGI,BBG000BD9FD1 FIGI,BBG000BC7Q05 FIGI,BBG000FR1Q22 FIGI,BBG000C1PNG8 FIGI,BBG000R8ZVD1 FIGI,BBG000BNJHS8 FIGI,BBG000BNHSP9 FIGI,BBG00GSNPM07 FIGI,BBG000P2TYL8 FIGI,BBG000RNBH63 FIGI,BBG000BHCP19 FIGI,BBG000D4LWF6 FIGI,BBG000BBNQB7 FIGI,BBG000BB6KF5 FIGI,BBG000BGD7W6 FIGI,BBG000BNNKG9 FIGI,BBG003CVMLQ2 FIGI,BBG004M9ZHX5 FIGI,BBG01C79X561 FIGI,BBG001YKDND6 FIGI,BBG000DNLMB0 FIGI,BBG000BN5HF7 FIGI,BBG000BB5B84 FIGI,BBG000BNC3Y9 FIGI,BBG000G8N9C6 FIGI,BBG0027F1TD5 FIGI,BBG000TJM7F0 FIGI,BBG000BMQPL1 FIGI,BBG0059FN811 FIGI,BBG000H3GDJ8 FIGI,BBG000BMWKC5 FIGI,BBG000BLMZK6 FIGI,BBG000BFC848 FIGI,BBG000BXW687 FIGI,BBG000BMDBZ1 FIGI,BBG0100SH2C0 FIGI,BBG00CVQZQ96 FIGI,BBG000BMBL90 FIGI,BBG000BY2Y78 FIGI,BBG002R1CW27 FIGI,BBG000BH5DV1 FIGI,BBG000BLNNH6 FIGI,BBG003981NS4 FIGI,BBG000C1FB75 FIGI,BBG000C1HN22 FIGI,BBG00QX7WLC5 FIGI,BBG000BGQ921 FIGI,BBG000CBC7D8 FIGI,BBG000C1SRH5 FIGI,BBG000CZTB66 FIGI,BBG00XXPB3L3 FIGI,BBG000BJCDS3 FIGI,BBG000BDJL83 FIGI,BBG000BL7VL1 FIGI,BBG000BKZTP3 FIGI,BBG000QJXDW9 FIGI,BBG000H556T9 FIGI,BBG000BLF8D2 FIGI,BBG000BL8804 FIGI,BBG000BLK267 FIGI,BBG000CVRFS4 FIGI,BBG000BKWSR6 FIGI,BBG000BKZB36 FIGI,BBG00BLVZ228 FIGI,BBG000BJZM26 FIGI,BBG00PQS00S3 FIGI,BBG000BVD6X4 FIGI,BBG009S39JX6 FIGI,BBG006N7S6K9 FIGI,BBG000005HY8 FIGI,BBG001B4BV87 FIGI,BBG00P5M4V07 FIGI,BBG000BP0929 FIGI,BBG000GHZSZ6 FIGI,BBG000BJKPG0 FIGI,BBG000BK2F42 FIGI,BBG000BJL3N0 FIGI,BBG001636CR2 FIGI,BBG000FFH4P5 FIGI,BBG000BM7HL0 FIGI,BBG000BGXZB5 FIGI,BBG000BBBNC6 FIGI,BBG000DCCZW2 FIGI,BBG000TJ8XZ7 FIGI,BBG000BBDZG3 FIGI,BBG000BBHXQ3 FIGI,BBG000BBL0Y1 FIGI,BBG003PS7JV1 FIGI,BBG000BC2R71 FIGI,BBG000BBPFB9 FIGI,BBG004HQHKK0 FIGI,BBG000F7RCJ1 FIGI,BBG000CDY3H5 FIGI,BBG001Y2XS07 FIGI,BBG000HXNN20 FIGI,BBG000F61RJ8 FIGI,BBG000D9D830 FIGI,BBG00WSNP4R3 FIGI,BBG000BB6G37 FIGI,BBG000FLF615 FIGI,BBG000BJ5HK0 FIGI,BBG00RPJPN67 FIGI,BBG000C7LMS8 FIGI,BBG000BCTLF6 FIGI,BBG000F7VG25 FIGI,BBG000BNGTQ7 FIGI,BBG000BCWCG1 FIGI,BBG000BCWSS3 FIGI,BBG000N2HDY5 FIGI,BBG00SSQFPK6 FIGI,BBG000BC1L02 FIGI,BBG001M6CZY1 FIGI,BBG001QD41M9 FIGI,BBG000C1PFY5 FIGI,BBG000QH56C1 FIGI,BBG000NY37X4 FIGI,BBG006Q0HY77 FIGI,BBG000BGKJ70 FIGI,BBG000C668L5 FIGI,BBG000D3MJP5 FIGI,BBG00DYPZ4T0 FIGI,BBG01J9M42H2 FIGI,BBG00FQ8T4G3 FIGI,BBG000PQPCM6 FIGI,BBG000BKD3K9 FIGI,BBG000C2PW58 FIGI,BBG0077SYZV6 FIGI,BBG000BDNB35 FIGI,BBG00QB9FGV4 FIGI,BBG004S641N5 FIGI,BBG000BJ49H3 FIGI,BBG000BD0TF8 FIGI,BBG012TKHZ11 FIGI,BBG000BCDWF9 FIGI,BBG00WYHL732 FIGI,BBG000BCFQC3 FIGI,BBG000K6MRN4 FIGI,BBG00X7L1C14 FIGI,BBG000CR20B1 FIGI,BBG011J0CV21 FIGI,BBG000V78V75 FIGI,BBG000BP30Y0 FIGI,BBG000FKJRC5 FIGI,BBG000BHX7N2 FIGI,BBG00J7CBVW8 FIGI,BBG0028ZMP45 FIGI,BBG0058YL7G9 FIGI,BBG00LWZDYB9 FIGI,BBG000BHB3M6 FIGI,BBG000P458P3 FIGI,BBG000BTCH57 FIGI,BBG000BFPK65 FIGI,BBG000BFQYY3 FIGI,BBG000C75N77 FIGI,BBG000BHLYP4 FIGI,BBG000DQTXY6 FIGI,BBG0134WCM78 FIGI,BBG000F6ZWH2 FIGI,BBG005D7QCJ3 FIGI,BBG000CF8227 FIGI,BBG000BH1NH9 FIGI,BBG000BKXYX5 FIGI,BBG00DW3SZS1 FIGI,BBG000BLY663 FIGI,BBG000BGCQT9 FIGI,BBG000BGGBT8 FIGI,BBG000BGJRC8 FIGI,BBG000JTYFB2 FIGI,BBG00D2Z7X83 FIGI,BBG000BD9M73 FIGI,BBG000Q1GK24 FIGI,BBG000BGKTF9 FIGI,BBG000BLW102 FIGI,BBG00ZGF7771 FIGI,BBG000CTGXS2 FIGI,BBG000F6H8W8 FIGI,BBG000BCVMH9 FIGI,BBG000BG7423 FIGI,BBG016HJ8729 FIGI,BBG004MN1R41 FIGI,BBG000BSRN78 FIGI,BBG000D9KWL9 FIGI,BBG000CBMH27 FIGI,BBG000BJFJ98 FIGI,BBG005DLMMZ6 FIGI,BBG000M1R011 FIGI,BBG000BQ5DS5 FIGI,BBG000FP1N32 FIGI,BBG000BQ74K1 FIGI,BBG000BLZRJ2 FIGI,BBG000BPH459 FIGI,BBG000C0Q0K4 FIGI,BBG000C2BXK4 FIGI,BBG000FLZN98 FIGI,BBG000DQN9R3 FIGI,BBG000BGYMH7 FIGI,BBG000BP4MH0 FIGI,BBG000BP52R2 FIGI,BBG000C1XKF6 FIGI,BBG000C221G9 FIGI,BBG000BCVG28 FIGI,BBG000BRJ809 FIGI,BBG00VSH86G4 FIGI,BBG000HCJMF9 FIGI,BBG000BRRG02 FIGI,BBG000BBL8V7 FIGI,BBG000D5S4M0 FIGI,BBG00GNT7999 FIGI,BBG000KFW1C2 FIGI,BBG00LQK89F6 FIGI,BBG000C4PLF7 FIGI,BBG000CC53X1 FIGI,BBG00MKMQ6M4 FIGI,BBG000QFJJW0 FIGI,BBG000BHY4D9 FIGI,BBG000BQVTF5 FIGI,BBG000NSCNT7 FIGI,BBG009XW2WB8 FIGI,BBG00LMYX123 FIGI,BBG000BR37X2 FIGI,BBG018DZLDC4 FIGI,BBG000M44VW8 FIGI,BBG000CHSS88 FIGI,BBG0098VVDT9 FIGI,BBG005497GZ3 FIGI,BBG01HN2K357 FIGI,BBG000BLNZL4 FIGI,BBG000BP1Q11 FIGI,BBG012BTZRJ0 FIGI,BBG000BKFBD7 FIGI,BBG000M1J270 FIGI,BBG000BTQR96 FIGI,BBG00658F3P3 FIGI,BBG000BS7KS3 FIGI,BBG000L8CBX4 FIGI,BBG000BMT9T6 FIGI,BBG00BDQ1H13 FIGI,BBG000RGM5P1 FIGI,BBG000BSQLT9 FIGI,BBG000BSS5C0 FIGI,BBG001KFKQM7 FIGI,BBG000BLV2Q3 FIGI,BBG000BSXQV7 FIGI,BBG000F4W0M4 FIGI,BBG000BT1715 FIGI,BBG002QHKLM6 FIGI,BBG000C4HKK2 FIGI,BBG000BBCQD7 FIGI,BBG00GQK3WB5 FIGI,BBG000BT5PG5 FIGI,BBG000JNJPB0 FIGI,BBG000P5LMQ0 FIGI,BBG000BSBZH7 FIGI,BBG000BRXTR8 FIGI,BBG000BB5792 FIGI,BBG000BMWV95 FIGI,BBG000Q3JN03 FIGI,BBG000BDLCQ0 FIGI,BBG000BS73J1 FIGI,BBG000BFVZ83 FIGI,BBG000BBCDZ2 FIGI,BBG00RP5HYS8 FIGI,BBG000H8R0N8 FIGI,BBG000BH3GZ2 FIGI,BBG000BX9WL1 FIGI,BBG003338H34 FIGI,BBG00HCY3Q67 FIGI,BBG000BWSV34 FIGI,BBG000BWXBC2 FIGI,BBG000BD1HP2 FIGI,BBG000DJN7L9 FIGI,BBG000HD3DW5 FIGI,BBG000DY6735 FIGI,BBG000K8K0L3 FIGI,BBG000VC0T95 FIGI,BBG000BWPP85 FIGI,BBG000Q1KFH4 FIGI,BBG000BM6788 FIGI,BBG000BS1YV5 FIGI,BBG001CGB489 FIGI,BBG000BWCKB6 FIGI,BBG0064N2T78 FIGI,BBG000D4YTR6 FIGI,BBG000BWGYF8 FIGI,BBG000BCWKD6 FIGI,BBG01103B471 FIGI,BBG003DNHV56 FIGI,BBG000BL79J3 FIGI,BBG000BXMFC3 FIGI,BBG000FFDM15 FIGI,BBG00C6H6D40 FIGI,BBG000BVV7G1 FIGI,BBG000M65M61 FIGI,BBG007DJM539 FIGI,BBG000BL7GB5 FIGI,BBG00FWQ4VD6 FIGI,BBG000BW3299 FIGI,BBG000FJH8W0 FIGI,BBG000BV6R84 FIGI,BBG000BV8DN6 FIGI,BBG000BV95H9 FIGI,BBG000BJKYW3 FIGI,BBG000BVHBM1 FIGI,BBG000BY29C7 FIGI,BBG000PXGT62 FIGI,BBG000BTGKK9 FIGI,BBG000BJ81C1 FIGI,BBG000BLXZN1 FIGI,BBG000CL9VN6 FIGI,BBG000BDXGP9 FIGI,BBG000MM2P62 FIGI
2/16/2022,203.41,4475.01,2477.816,2079.311,2190.991,2133.663,2259.51,83.12,166.21,83.09251,1869.8,19.63,2266.3,1244.19,95.701,1160.26,128.602254,1465.452,785.37,519.34,667.89,1520.93,853.85,2786.05,536.7,283.5,237.77,336.07,81.68,252.07,1342.42,1003.78,1106.28,941.7,943.05,80.65,2958.41,251.57,283.5,123.48,158.101,198.38,82.41,117.69,312.11,58.43,62.5,72.82,66.95,203.64,126.78,204.91,223.31,211.74,44.41,197.35,145.68,136.76,148.86,43.36,303.08,157.03,31.11,23.86,229.01,52.34,106.33,56.51,474.8,156.34,145.13,360.05,40.225,71.22,542.8,74.78,48.23,4.16,68.5,206.49,75.72,227.01,67.49,47.61,382.93,155,436.13,374.78,72.1,79.96,146.49,330.62,96.06,265.11,11.84,63.11,310.23,208.59,172.6,356.04,199.66,64.56,43.9,161.45,156.95,95.18,89.33,163.94,446.6,90,139.715,69.48,64.71,207.81,83.94,215.31,228.82,307.7967,136.54,129.12,58.14,72.23,41.45,61.98,40.23,101.01,29.43184,44.24123,479.44463,107.86419,304.45187,782.145,267.42625,7.293,320.04,47.42,36.3007,35.63,189.13,51.64,75.5,65.71,492.76,71.53,183.26,58.68,67.13,43.82,#N/A N/A,18.94,128.06,92.02,261.93,73.51,22.65,73.58,37.92,26.61,170.13,50.24,34.49,109.58,54.07,103.2,191,10.46,89.11,220.08,23.58,54.92,528.15,129.18,77.06,125.72,189.98,7.83,350.145,56.09,48.06,112.49,9.79,788.03,412.32,40.78,42.29,23.91,189.06,47.11,19.31,185.33,106.58,16.19,350.09,65.36,18.57,29.46,105.89,137.738,46.804,3.01,77.863,151.76,34.46,18.55,96.81,100.43,49.51,169.92,33.36,233.74,22.73,64.52,131.93,13.84,60.34,156.21,60.31,115.24,50.44,140.96,15.66,222.39,51.32,186.64,47.65,73.77,333.72,22.63,168.34,57.4,186.35,30.55,1927.47,47.68,19.83,55.45,99.63,97.92,132.44,285.05,72.32,40.44,146.26,90.17,121.22,19.9733,55.23,32.27,48.68,32.5,57.45,#N/A N/A,64.55,44.23,71.17,783.42,84.61,93.59,25,229.15,39.7758,31.38,7.46,#N/A N/A,74.13,25.54,663.86,35.31,93.05,17.79,69.91,126.92,308.65,95.87,34.59,#N/A N/A,46.67,91.52,162.95,433.34,90.41,128.14,78.34,100.49,238.92,85.3,22.99,108.81,94.89,13.72,390.56,324.58,60.29,94.8,38.53,238.76,35.17,23.97,32.89,#N/A N/A,25.16,158.86,73.78,207.96,37.13,512.4,74.53,104.13,#N/A N/A,19,22.75,186.1,15.93,29.12,26.04,590.89,276.76,91.55,126.28,101.15,299.5,21.68,45.17,150.17,192.57,391.06,153.94,155.63,101.43,59.27,460.18,151.87,37.85,118.16,101.3,106.98,126.73,35.06,18.49,28.32,26.91,116.3,10.76,48.87,76.02,63.32,75.65,54.1,61.24,106.08,1.235,100.8,297.27,43.04,53.47,#N/A N/A,53.99,386.55,22.34,100.28,24.8,167.17,44.85,49.44,667.97,426.47,318.71,149.74,60.55,78.54,29.03,42.85,272.63,46.76,135.72,#N/A N/A,48.94,20.7,61.75,143.28,10.76,274.75,95.7,161.9,87.06,23.94,25.24,117,112.79,155.82,273.01,45.65,34.69,123.35,73.91,280.87,90.26,206.37,133.53,60.6333,262.9,104.16,11.09,139.86,228.31,42.75,98.23,152.63,166.09,229.36,60.95,35.24,14.48,191.72,72.39,60.22,33.19,26.93,325.12,58.6,39.28,168.24,50.21,20.5,37.94,381.6,253.81,140.68,95.41,67.1,69.53,135.78,55.63,40.93,39.25,91.63,172.27,215.05,398.08,35.43,216.54
2/17/2022,203.41,4380.26,2422.865,2028.092,2127.7,2100.379,2264.43,82.77,160.57,81.406884,1898.43,19.77,2256.56,1242.92,95.8,1151.62,129.225166,1427.796,792.51,518.9,651.79,1496.67,837.99,2700.67,527.59,280.76,230.73,336.28,78.86,241.26,1314.89,1004.02,1109.46,941.87,945.06,78.53,2926.54,244.81,280.76,122.64,154.653,195.71,79.01,112.37,299.4,56.8,57.35,70.38,64.71,194.74,122.63,203.63,218.69,200.03,43.31,197.12,141.67,135.75,142.85,41.63,302.76,152.4,29.77,23.35,224.37,51.28,99.68,54.63,471.37,153.04,143.51,349.06,39.6,70.62,507.58,71.16,47.57,4.11,66.69,201.2,73.41,223.79,65.82,47.06,373.7,151.43,409.56,374.88,67.55,79.52,142.8,323.14,93.73,245.07,11.6,60.19,303.02,201.3,166.8,345.45,187.61,64.59,42.39,144.71,154.13,93.05,86.02,159.22,437.06,87.42,134.115,66.2,62.55,204,81.87,210.71,224.61,292.1167,130.8,122.09,56.15,70.34,40.55,60.18,39.23,99.16,29.00391,43.69039,472.4033,106.60582,299.30965,777.06919,259.26917,7.07086,310.03,46.38,35.0394,33.69,182.58,49.86,71.17,66.06,482.01,69.81,178.17,57.75,66.13,42.9,#N/A N/A,18.02,124.91,89.33,252.74,70.32,21.35,70.89,37.92,25.73,165.5,48.84,33.84,107.48,53.68,102.04,187.84,10.15,88.22,217.16,22.39,53.31,496.18,124.97,75.48,123.25,188.71,7.5,334.76,53.94,47.21,110.9,9.7,766.02,405.68,40.45,41.82,23.22,184.59,47.31,19.3,180.9,102.1,15.87,347.94,63.37,18.12,28.87,104.64,132.539,45.4006,2.99,76.376,150.66,33.22,17.81,94.33,97.57,48.19,162.35,32.52,223.39,21.56,63.2,127.88,13.51,61.38,153.5,58.89,114.59,49.34,136.47,15.08,220.41,49.62,183.6,46.97,72.52,322.91,22.11,160.43,57.54,180.65,29.02,1893.11,46.07,19.4,52.16,98.63,95.89,129.23,281.04,71.05,38.46,143.13,86.94,118.43,18.79,53.09,31.78,47.61,31.71,55.67,#N/A N/A,65.93,42.8,69.05,762.5,80.34,90.19,24.53,217.52,39.2481,30.11,7,#N/A N/A,67.18,24.75,650.43,34.12,89.69,17.43,67.83,123.73,304.29,93.19,33.22,#N/A N/A,44.78,83.19,159.39,430.53,90.85,126.25,79.15,96.79,238.85,82.75,22.06,104.78,105.03,13.46,380.53,299.79,59.26,82.09,38.54,235.18,35.1,23.73,32.42,#N/A N/A,24.67,154.36,73.37,191.92,35.97,515.01,73.38,102.31,#N/A N/A,18.19,21.77,182.66,15.44,28.32,24.57,565.75,273.23,91.07,118.45,96.15,290.73,21.23,43.68,146.8,185.67,385.02,151.15,148.64,96.48,57.62,445.92,149.05,36.5,114.25,98.52,102.98,124.65,33.73,17.61,26.54,26.23,113.16,10.36,47.19,73.95,62.4267,72.82,52.79,60.23,105.23,1.21,97.68,289.74,41.23,52,#N/A N/A,52.43,381.49,21.69,93.65,24.29,162.79,43.66,48.75,657.8,419.98,304,144.3,58.94,76,28.96,41.47,267.22,45.6,138.33,#N/A N/A,47.51,20.11,57.7,139.75,10.4,267.97,91.75,157.63,85.14,23.19,23.9,114.48,108.98,153.65,266.46,44.58,33.88,123.48,71.22,261.94,87.44,204.93,138.88,59.84,257.95,99.65,10.98,138.18,216.71,42.7,93.59,151.43,162.13,219.29,59.15,35.03,14.18,187.61,69.11,58.29,33.07,26.21,314.21,57.13,38.86,164.65,48.36,20.19,37.41,369.12,250.99,138.99,93.98,65.17,68.27,136.79,53.87,39.85,37.29,89.17,170.59,213.48,386.67,35.88,207.71
2/18/2022,203.41,4348.87,2403.83,2009.333,2104.16,2090.333,2268.54,82.89,158.71,80.794735,1898.43,19.84,2235.92,1231.77,96.043,1147.86,129.48071,1417.742,793.39,514.82,651.02,1484.43,830.34,2670.94,526.6,279.47,228.72,335.21,77.97,235.59,1310.18,1004.6,1113.64,941.64,945.9,77.92,2912.2,241.88,279.47,125.89,152.602,194.88,76.95,113.83,300.56,56.45,56.38,70.5,64.14,191.95,123.86,204.71,218.05,196.84,42.84,199.97,141.7,142.84,144.74,42.85,304.42,153.36,28.83,22.58,222.23,51.2,98.82,51.28,473.93,150.41,142.65,346.04,39.81,70.53,497.59,70.16,45.04,4.07,66.82,199.47,73.54,222.69,65.37,47.12,369.95,152.14,390.18,372.01,67.34,78.79,142.95,323.58,90.8,236.42,11.58,60.2,300.03,201.17,167.64,341.51,187.09,63.72,42.43,112.46,153.55,93.34,85.61,152.27,434.23,87.8,132.625,64.69,62.32,204.39,80.67,209.36,222.69,285.66,128.09,122.46,55.63,70.29,39.55,59.7,39.22,98.34,28.5613,42.45845,470.95864,106.1774,296.18352,777.02886,259.50024,6.91375,308.66,45.98,34.9248,34.05,181.16,48.82,71.78,66,480.12,69.55,174.92,57.56,66.5,41.26,#N/A N/A,17.91,123.74,89.43,251.98,69.65,21.61,70.68,38.48,25.64,160.59,50.47,33.38,105.64,53.87,101.51,188.29,10.14,87.37,215.81,22.47,53.07,481.2,124.35,76.05,122.87,189.34,7.62,327.59,54.86,46.65,108.34,9.51,771.82,403.01,40.82,42.01,23.48,182.13,47.45,19.11,179.35,101,15.85,346.87,63.75,18.33,28.42,105.08,130.403,45.9005,3.05,75.8803,152.11,33.5,18.1,94.13,95.64,48.23,166.3,32.06,216.84,21.29,63.17,128.01,13.44,61.73,154.28,58.79,114.13,49.76,133.35,14.79,218.8,50.09,174.9,47.1,72.72,321.18,21.58,160.36,57.68,180.87,28.61,1920.01,45.96,19.54,52.28,97.71,95.32,125.92,283.8,71.2,38.91,141.15,88.34,118.81,17.21,53.25,31.82,48.07,31.55,55.04,#N/A N/A,65.84,43.64,71.72,756.02,80.12,89.93,24.37,221.06,38.3157,30.37,7.32,#N/A N/A,63.14,24.89,647.83,34.27,88.93,16.41,68.09,120.8,302.99,92.77,33.17,#N/A N/A,45.01,80.99,159.03,435.62,91.98,125.58,79.55,95.86,236.62,83.44,17.29,103.85,96.21,13.73,369.1,296.26,58.9,79.26,38.07,234.06,34.66,23.96,32.09,#N/A N/A,24.91,153.96,71.74,189.16,36.3,512.67,72.36,102.02,#N/A N/A,18.44,21.2,182.35,15.52,28.44,24.24,556.01,270.22,90.9,118.52,95.42,287.93,21.09,43.56,148.26,182.71,383.67,152.19,147.62,97.53,57.81,454.83,149.64,36.02,114.07,100.13,102.17,124.58,33.9,18.3,25.03,26.31,111.16,10.14,47.28,74.51,62.54,72.48,53.31,59.36,106.41,1.1,98.07,287.96,41.96,52.53,#N/A N/A,51.88,378.67,21,93.39,24.29,161.79,43.42,49,648.96,419.92,298.07,143.48,59.07,75.04,29.12,42.07,268.07,44.78,138.99,#N/A N/A,47.72,20.04,55.43,137.49,10.35,267.94,93.47,156.58,83.69,23.35,23.7,115.19,108.52,153.7,264.59,44.08,33.37,125.8,70.72,255.22,87.72,204.54,137.99,60.3133,259.21,98.81,10.68,137.5,214.47,43.33,93.08,152.33,158.5,217.9,59.17,35.12,14.34,185.31,69.08,58.91,33.25,26.62,311.82,57.1,38.43,166.74,47.43,20.16,37.85,375.83,251.19,139.79,91.51,66.15,68.09,138.23,54.03,39.47,37.41,85.42,170.63,214.18,391.29,36.02,206.16
2/21/2022,203.41,4348.87,2403.83,2009.333,2104.16,2090.333,2268.54,82.89,158.71,80.794735,1906.29,19.84,2215.9,1219.46,96.078,1147.86,129.48071,1417.742,793.39,514.82,651.02,1484.43,830.34,2670.94,526.6,279.47,228.72,335.21,77.97,235.59,1310.18,1004.6,1113.64,941.64,945.9,77.92,2912.2,241.88,279.47,125.89,152.602,194.88,76.95,113.83,300.56,56.45,56.38,70.5,64.14,191.95,123.86,204.71,218.05,196.84,42.84,199.97,141.7,142.84,144.74,42.85,304.42,153.36,28.83,22.58,222.23,51.2,98.82,51.28,473.93,150.41,142.65,346.04,39.81,70.53,497.59,70.16,45.04,4.07,66.82,199.47,73.54,222.69,65.37,47.12,369.95,152.14,390.18,372.01,67.34,78.79,142.95,323.58,90.8,236.42,11.58,60.2,300.03,201.17,167.64,341.51,187.09,63.72,42.43,112.46,153.55,93.34,85.61,152.27,434.23,87.8,132.625,64.69,62.32,204.39,80.67,209.36,222.69,285.66,128.09,122.46,55.63,70.29,39.55,59.7,39.22,98.34,28.1073,42.45845,465.21027,105.73457,291.56192,762.00592,245.93452,6.86246,308.66,45.98,34.9248,34.05,181.16,48.82,71.78,66,480.12,69.55,174.92,57.56,66.5,41.26,#N/A N/A,17.91,123.74,89.43,251.98,69.65,21.61,70.68,38.48,25.64,160.59,50.47,33.38,105.64,53.87,101.51,188.29,10.14,87.37,215.81,22.47,53.07,481.2,124.35,76.05,122.87,189.34,7.62,327.59,54.86,46.65,108.34,9.51,771.82,403.01,40.82,42.01,23.48,182.13,47.45,19.11,179.35,101,15.85,346.87,63.75,18.33,28.42,105.08,130.403,45.9005,3.05,75.8803,152.11,33.5,18.1,94.13,95.64,48.23,166.3,32.06,216.84,21.29,63.17,128.01,13.44,61.73,154.28,58.79,114.13,49.76,133.35,14.79,218.8,50.09,174.9,47.1,72.72,321.18,21.58,160.36,57.68,180.87,28.61,1920.01,45.96,19.54,52.28,97.71,95.32,125.92,283.8,71.2,38.91,141.15,88.34,118.81,17.21,53.25,31.82,48.07,31.55,55.04,#N/A N/A,65.84,43.64,71.72,756.02,80.12,89.93,24.37,221.06,38.3157,30.37,7.32,#N/A N/A,63.14,24.89,647.83,34.27,88.93,16.41,68.09,120.8,302.99,92.77,33.17,#N/A N/A,45.01,80.99,159.03,435.62,91.98,125.58,79.55,95.86,236.62,83.44,17.29,103.85,96.21,13.73,369.1,296.26,58.9,79.26,38.07,234.06,34.66,23.96,32.09,#N/A N/A,24.91,153.96,71.74,189.16,36.3,512.67,72.36,102.02,#N/A N/A,18.44,21.2,182.35,15.52,28.44,24.24,556.01,270.22,90.9,118.52,95.42,287.93,21.09,43.56,148.26,182.71,383.67,152.19,147.62,97.53,57.81,454.83,149.64,36.02,114.07,100.13,102.17,124.58,33.9,18.3,25.03,26.31,111.16,10.14,47.28,74.51,62.54,72.48,53.31,59.36,106.41,1.1,98.07,287.96,41.96,52.53,#N/A N/A,51.88,378.67,21,93.39,24.29,161.79,43.42,49,648.96,419.92,298.07,143.48,59.07,75.04,29.12,42.07,268.07,44.78,138.99,#N/A N/A,47.72,20.04,55.43,137.49,10.35,267.94,93.47,156.58,83.69,23.35,23.7,115.19,108.52,153.7,264.59,44.08,33.37,125.8,70.72,255.22,87.72,204.54,137.99,60.3133,259.21,98.81,10.68,137.5,214.47,43.33,93.08,152.33,158.5,217.9,59.17,35.12,14.34,185.31,69.08,58.91,33.25,26.62,311.82,57.1,38.43,166.74,47.43,20.16,37.85,375.83,251.19,139.79,91.51,66.15,68.09,138.23,54.03,39.47,37.41,85.42,170.63,214.18,391.29,36.02,206.16
